job_id,order_id,resource_id,maquina,inicio,fim,not_before_date,deadline,sub_machine,Status_Processed,delay,tempo_processamento
99,147080,2691,coldboxgasado_coldbox4,2025-11-05 13:30:00,2025-11-05 14:40:00,2025-11-05,2025-11-07,0,,0.0,70
89,147079,2691,coldboxgasado_coldbox4,2025-11-05 14:40:00,2025-11-05 15:50:00,2025-11-05,2025-11-07,0,,0.0,70
79,147078,2691,coldboxgasado_coldbox4,2025-11-05 15:50:00,2025-11-05 17:00:00,2025-11-05,2025-11-07,0,,0.0,70
98,147080,2690,coldboxgasado_coldbox4,2025-11-05 17:10:00,2025-11-05 18:20:00,2025-11-05,2025-11-07,0,,0.0,70
88,147079,2690,coldboxgasado_coldbox4,2025-11-05 18:45:00,2025-11-05 19:55:00,2025-11-05,2025-11-07,0,,0.0,70
78,147078,2690,coldboxgasado_coldbox4,2025-11-05 19:55:00,2025-11-05 21:05:00,2025-11-05,2025-11-07,0,,0.0,70
108,147081,2690,coldboxgasado_coldbox4,2025-11-06 13:30:00,2025-11-06 14:40:00,2025-11-06,2025-11-08,0,,0.0,70
109,147081,2691,coldboxgasado_coldbox4,2025-11-06 14:50:00,2025-11-06 16:00:00,2025-11-06,2025-11-08,0,,0.0,70
265,148521,2833,pepset_chao,,,2025-11-11,2025-11-11,0,Erro not before posterior ao ultimo dia,0.0,0
285,148666,1169,pepset_vibrado,2025-11-05 04:00:00,2025-11-05 05:20:00,2025-11-05,2025-11-06,0,,0.0,80
52,147070,2694,pepset_vibrado,2025-11-05 05:20:00,2025-11-05 08:00:00,2025-11-05,2025-11-07,0,,0.0,160
53,147071,2694,pepset_vibrado,2025-11-05 08:00:00,2025-11-05 13:20:00,2025-11-05,2025-11-07,0,,0.0,320
55,147073,2694,pepset_vibrado,2025-11-05 13:30:00,2025-11-05 18:50:00,2025-11-05,2025-11-07,0,,0.0,320
185,147394,1948,pepset_vibrado,2025-11-06 04:00:00,2025-11-06 06:40:00,2025-11-06,2025-11-08,0,,0.0,160
72,147077,2694,pepset_vibrado,2025-11-06 06:50:00,2025-11-06 12:10:00,2025-11-05,2025-11-07,0,,0.0,320
54,147072,2694,pepset_vibrado,2025-11-06 12:10:00,2025-11-06 17:30:00,2025-11-05,2025-11-07,0,,0.0,320
82,147078,2694,pepset_vibrado,2025-11-07 04:00:00,2025-11-07 09:20:00,2025-11-05,2025-11-07,0,,0.0,320
112,147081,2694,pepset_vibrado,2025-11-07 09:45:00,2025-11-07 15:05:00,2025-11-06,2025-11-08,0,,0.0,320
57,147075,2694,pepset_vibrado,2025-11-07 15:05:00,2025-11-07 20:25:00,2025-11-05,2025-11-07,0,,0.0,320
