job_id,order_id,resource_id,maquina,inicio,fim,not_before_date,deadline,sub_machine,Status_Processed,delay,tempo_processamento
36,147093,2691,coldboxgasado_coldbox4,2025-11-25 13:30:00,2025-11-25 14:30:00,2025-11-25,2025-11-26,0,,0.0,60
39,147094,2691,coldboxgasado_coldbox4,2025-11-25 14:30:00,2025-11-25 15:30:00,2025-11-25,2025-11-27,0,,0.0,60
33,147092,2691,coldboxgasado_coldbox4,2025-11-25 15:30:00,2025-11-25 16:30:00,2025-11-25,2025-11-26,0,,0.0,60
44,147095,2691,coldboxgasado_coldbox4,2025-11-25 16:30:00,2025-11-25 17:30:00,2025-11-25,2025-11-27,0,,0.0,60
43,147095,2690,coldboxgasado_coldbox4,2025-11-25 17:40:00,2025-11-25 18:40:00,2025-11-25,2025-11-27,0,,0.0,60
32,147092,2690,coldboxgasado_coldbox4,2025-11-25 18:45:00,2025-11-25 19:45:00,2025-11-25,2025-11-26,0,,0.0,60
35,147093,2690,coldboxgasado_coldbox4,2025-11-25 19:45:00,2025-11-25 20:45:00,2025-11-25,2025-11-26,0,,0.0,60
38,147094,2690,coldboxgasado_coldbox4,2025-11-25 20:45:00,2025-11-25 21:45:00,2025-11-25,2025-11-27,0,,0.0,60
59,147097,2691,coldboxgasado_coldbox4,2025-11-26 13:30:00,2025-11-26 14:30:00,2025-11-26,2025-11-28,0,,0.0,60
49,147096,2691,coldboxgasado_coldbox4,2025-11-26 14:30:00,2025-11-26 15:30:00,2025-11-26,2025-11-28,0,,0.0,60
48,147096,2690,coldboxgasado_coldbox4,2025-11-26 15:40:00,2025-11-26 16:40:00,2025-11-26,2025-11-28,0,,0.0,60
58,147097,2690,coldboxgasado_coldbox4,2025-11-26 16:40:00,2025-11-26 17:40:00,2025-11-26,2025-11-28,0,,0.0,60
113,147315,2690,coldboxgasado_coldbox4,2025-11-27 13:30:00,2025-11-27 14:30:00,2025-11-27,2025-12-01,0,,0.0,60
114,147315,2691,coldboxgasado_coldbox4,2025-11-27 14:40:00,2025-11-27 15:40:00,2025-11-27,2025-12-01,0,,0.0,60
170,148643,2691,coldboxgasado_coldbox4,2025-11-28 13:30:00,2025-11-28 14:30:00,2025-11-28,2025-12-02,0,,0.0,60
160,148642,2691,coldboxgasado_coldbox4,2025-11-28 14:30:00,2025-11-28 15:30:00,2025-11-28,2025-12-02,0,,0.0,60
159,148642,2690,coldboxgasado_coldbox4,2025-11-28 15:40:00,2025-11-28 16:40:00,2025-11-28,2025-12-02,0,,0.0,60
169,148643,2690,coldboxgasado_coldbox4,2025-11-28 16:40:00,2025-11-28 17:40:00,2025-11-28,2025-12-02,0,,0.0,60
144,148530,2833,pepset_chao,,,2025-12-01,2025-12-01,0,Erro not before posterior ao ultimo dia,0.0,0
147,148531,2833,pepset_chao,,,2025-12-01,2025-12-02,0,Erro not before posterior ao ultimo dia,0.0,0
150,148533,2833,pepset_chao,,,2025-12-01,2025-12-02,0,Erro not before posterior ao ultimo dia,0.0,0
153,148534,2833,pepset_chao,,,2025-12-02,2025-12-03,0,Erro not before posterior ao ultimo dia,0.0,0
157,148590,2992,pepset_chao,,,2025-12-02,2025-12-03,0,Erro not before posterior ao ultimo dia,0.0,0
232,148823,2990,pepset_chao,,,2025-12-01,2025-12-01,0,Erro not before posterior ao ultimo dia,0.0,0
31,147091,2694,pepset_vibrado,2025-11-25 04:00:00,2025-11-25 06:05:00,2025-11-25,2025-11-25,0,,0.0,125
42,147094,2694,pepset_vibrado,2025-11-25 06:05:00,2025-11-25 11:25:00,2025-11-25,2025-11-27,0,,0.0,320
239,148832,2077,pepset_vibrado,2025-11-25 11:35:00,2025-11-25 22:15:00,2025-11-25,2025-11-26,0,,0.0,640
52,147096,2694,pepset_vibrado,2025-11-26 04:00:00,2025-11-26 09:20:00,2025-11-26,2025-11-28,0,,0.0,320
62,147097,2694,pepset_vibrado,2025-11-26 09:45:00,2025-11-26 15:05:00,2025-11-26,2025-11-28,0,,0.0,320
236,148831,2077,pepset_vibrado,2025-11-26 15:15:00,2025-11-27 01:55:00,2025-11-25,2025-11-26,0,,1.0,640
37,147093,2694,pepset_vibrado,2025-11-27 04:00:00,2025-11-27 09:20:00,2025-11-25,2025-11-26,0,,1.0,320
117,147315,2694,pepset_vibrado,2025-11-27 09:45:00,2025-11-27 15:05:00,2025-11-27,2025-12-01,0,,0.0,320
47,147095,2694,pepset_vibrado,2025-11-27 15:05:00,2025-11-27 20:25:00,2025-11-25,2025-11-27,0,,0.0,320
34,147092,2694,pepset_vibrado,2025-11-28 04:00:00,2025-11-28 09:20:00,2025-11-25,2025-11-26,0,,2.0,320
173,148643,2694,pepset_vibrado,2025-11-28 09:45:00,2025-11-28 15:05:00,2025-11-28,2025-12-02,0,,0.0,320
163,148642,2694,pepset_vibrado,2025-11-28 15:05:00,2025-11-28 20:25:00,2025-11-28,2025-12-02,0,,0.0,320
